Image, TS, Inference, Score, Temperature, Humidity
clipped_image_June-16-2023T09-26-16.ppm, June-16-2023T09-26-16,0,0.6796,46.469,33.489
clipped_image_June-16-2023T09-29-56.ppm, June-16-2023T09-29-56,0,0.7382,47.101,32.635
clipped_image_June-16-2023T09-33-36.ppm, June-16-2023T09-33-36,0,0.6875,47.434,32.002
clipped_image_June-16-2023T09-37-15.ppm, June-16-2023T09-37-15,0,0.6679,47.305,31.948
clipped_image_June-16-2023T09-40-55.ppm, June-16-2023T09-40-55,0,0.7187,47.681,31.193
clipped_image_June-16-2023T09-44-34.ppm, June-16-2023T09-44-34,0,0.746,47.809,30.956
clipped_image_June-16-2023T09-48-13.ppm, June-16-2023T09-48-13,0,0.7773,48.249,30.003
clipped_image_June-16-2023T09-51-53.ppm, June-16-2023T09-51-53,0,0.7773,48.442,29.766
clipped_image_June-16-2023T09-55-32.ppm, June-16-2023T09-55-32,0,0.7929,48.689,29.324
clipped_image_June-16-2023T09-59-12.ppm, June-16-2023T09-59-12,0,0.7773,49.279,28.637
clipped_image_June-16-2023T10-02-51.ppm, June-16-2023T10-02-51,0,0.8007,48.925,28.965
clipped_image_June-16-2023T10-06-30.ppm, June-16-2023T10-06-30,0,0.8398,49.225,28.584
clipped_image_June-16-2023T10-10-10.ppm, June-16-2023T10-10-10,0,0.832,49.429,28.263
clipped_image_June-16-2023T10-13-49.ppm, June-16-2023T10-13-49,0,0.8203,49.89,27.676
clipped_image_June-16-2023T10-17-29.ppm, June-16-2023T10-17-29,0,0.8398,49.997,27.401
clipped_image_June-16-2023T10-21-08.ppm, June-16-2023T10-21-08,0,0.8359,49.901,27.432
clipped_image_June-16-2023T10-24-47.ppm, June-16-2023T10-24-47,0,0.8242,49.515,27.821
clipped_image_June-16-2023T10-28-27.ppm, June-16-2023T10-28-27,0,0.8789,49.568,27.737
clipped_image_June-16-2023T10-32-06.ppm, June-16-2023T10-32-06,0,0.8867,49.815,27.554
clipped_image_June-16-2023T10-34-56.ppm, June-16-2023T10-34-56,0,0.875,50.169,27.37
clipped_image_June-16-2023T10-38-35.ppm, June-16-2023T10-38-35,0,0.8984,49.868,27.805
clipped_image_June-16-2023T10-42-14.ppm, June-16-2023T10-42-14,0,0.9062,50.083,27.401
clipped_image_June-16-2023T10-45-53.ppm, June-16-2023T10-45-53,0,0.9179,50.544,26.73
clipped_image_June-16-2023T10-49-33.ppm, June-16-2023T10-49-33,0,0.914,50.78,26.241
clipped_image_June-16-2023T10-53-12.ppm, June-16-2023T10-53-12,0,0.9179,51.348,25.753
clipped_image_June-16-2023T10-56-51.ppm, June-16-2023T10-56-51,0,0.9414,51.381,25.585
clipped_image_June-16-2023T11-00-30.ppm, June-16-2023T11-00-30,0,0.9218,51.627,25.318
clipped_image_June-16-2023T11-04-09.ppm, June-16-2023T11-04-09,0,0.9335,51.542,25.143
clipped_image_June-16-2023T11-07-48.ppm, June-16-2023T11-07-48,0,0.9414,51.273,25.196
clipped_image_June-16-2023T11-11-27.ppm, June-16-2023T11-11-27,0,0.957,51.22,25.112
clipped_image_June-16-2023T11-15-07.ppm, June-16-2023T11-15-07,0,0.9492,51.37,24.792
clipped_image_June-16-2023T11-18-46.ppm, June-16-2023T11-18-46,0,0.957,51.381,24.792
clipped_image_June-16-2023T11-22-25.ppm, June-16-2023T11-22-25,0,0.9609,51.316,24.708
clipped_image_June-16-2023T11-26-04.ppm, June-16-2023T11-26-04,0,0.9531,51.542,24.601
clipped_image_June-16-2023T11-29-43.ppm, June-16-2023T11-29-43,0,0.9609,51.81,24.326
clipped_image_June-16-2023T11-33-22.ppm, June-16-2023T11-33-22,0,0.9609,51.702,24.403
clipped_image_June-16-2023T11-37-02.ppm, June-16-2023T11-37-02,0,0.9609,51.681,24.357
clipped_image_June-16-2023T11-40-41.ppm, June-16-2023T11-40-41,0,0.957,51.66,24.441
clipped_image_June-16-2023T11-44-20.ppm, June-16-2023T11-44-20,0,0.9648,51.895,24.372
clipped_image_June-16-2023T11-47-59.ppm, June-16-2023T11-47-59,0,0.9609,52.035,24.387
clipped_image_June-16-2023T11-51-39.ppm, June-16-2023T11-51-39,0,0.957,52.121,24.555
clipped_image_June-16-2023T11-55-18.ppm, June-16-2023T11-55-18,0,0.9648,52.142,24.593
clipped_image_June-16-2023T11-58-57.ppm, June-16-2023T11-58-57,0,0.9609,52.142,24.555
clipped_image_June-16-2023T12-02-37.ppm, June-16-2023T12-02-37,0,0.9492,52.914,24.113
clipped_image_June-16-2023T12-06-16.ppm, June-16-2023T12-06-16,0,0.9453,53.494,24.151
clipped_image_June-16-2023T12-09-55.ppm, June-16-2023T12-09-55,0,0.9492,53.611,24.158
clipped_image_June-16-2023T12-13-34.ppm, June-16-2023T12-13-34,0,0.9492,53.794,24.128
clipped_image_June-16-2023T12-17-13.ppm, June-16-2023T12-17-13,0,0.9453,54.03,23.945
clipped_image_June-16-2023T12-20-52.ppm, June-16-2023T12-20-52,0,0.9531,54.201,23.701
clipped_image_June-16-2023T12-24-32.ppm, June-16-2023T12-24-32,0,0.9492,54.18,23.609
clipped_image_June-16-2023T12-28-11.ppm, June-16-2023T12-28-11,0,0.9453,54.276,23.533
clipped_image_June-16-2023T12-31-50.ppm, June-16-2023T12-31-50,0,0.9414,54.909,22.991
clipped_image_June-16-2023T12-35-29.ppm, June-16-2023T12-35-29,0,0.9492,55.274,22.724
